Institution,Site,Academic_Year,Term,ZIP_Code,Full_or_Part_Time,Headcount
SLCC,SLCC Jordan Campus,2020,2,84107,Part-Time,72
SLCC,SLCC Jordan Campus,2020,2,84108,Full-Time,2
SLCC,SLCC Jordan Campus,2020,2,84108,Part-Time,23
SLCC,SLCC Jordan Campus,2020,2,84109,Full-Time,6
SLCC,SLCC Jordan Campus,2020,2,84109,Part-Time,32
SLCC,SLCC Jordan Campus,2020,2,84111,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84111,Part-Time,14
SLCC,SLCC Jordan Campus,2020,2,84115,Part-Time,39
SLCC,SLCC Jordan Campus,2020,2,84116,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84116,Part-Time,52
SLCC,SLCC Jordan Campus,2020,2,84117,Full-Time,4
SLCC,SLCC Jordan Campus,2020,2,84117,Part-Time,30
SLCC,SLCC Jordan Campus,2020,2,84118,Full-Time,5
SLCC,SLCC Jordan Campus,2020,2,84118,Part-Time,135
SLCC,SLCC Jordan Campus,2020,2,84119,Full-Time,6
SLCC,SLCC Jordan Campus,2020,2,84119,Part-Time,74
SLCC,SLCC Jordan Campus,2020,2,84120,Full-Time,5
SLCC,SLCC Jordan Campus,2020,2,84120,Part-Time,100
SLCC,SLCC Jordan Campus,2020,2,84121,Full-Time,5
SLCC,SLCC Jordan Campus,2020,2,84121,Part-Time,76
SLCC,SLCC Jordan Campus,2020,2,84123,Full-Time,3
SLCC,SLCC Jordan Campus,2020,2,84123,Part-Time,82
SLCC,SLCC Jordan Campus,2020,2,84124,Full-Time,2
SLCC,SLCC Jordan Campus,2020,2,84124,Part-Time,32
SLCC,SLCC Jordan Campus,2020,2,84127,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84128,Full-Time,5
SLCC,SLCC Jordan Campus,2020,2,84128,Part-Time,62
SLCC,SLCC Jordan Campus,2020,2,84129,Full-Time,12
SLCC,SLCC Jordan Campus,2020,2,84129,Part-Time,102
SLCC,SLCC Jordan Campus,2020,2,84152,Part-Time,3
SLCC,SLCC Jordan Campus,2020,2,84158,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84171,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84302,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84306,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84310,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84314,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84315,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84315,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84316,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84321,Part-Time,5
SLCC,SLCC Jordan Campus,2020,2,84324,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84328,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84335,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84339,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84341,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84401,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84401,Part-Time,3
SLCC,SLCC Jordan Campus,2020,2,84403,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84404,Full-Time,3
SLCC,SLCC Jordan Campus,2020,2,84404,Part-Time,4
SLCC,SLCC Jordan Campus,2020,2,84405,Part-Time,7
SLCC,SLCC Jordan Campus,2020,2,84414,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84414,Part-Time,4
SLCC,SLCC Jordan Campus,2020,2,84501,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84511,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84523,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84526,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84526,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84601,Full-Time,2
SLCC,SLCC Jordan Campus,2020,2,84601,Part-Time,8
SLCC,SLCC Jordan Campus,2020,2,84604,Full-Time,2
SLCC,SLCC Jordan Campus,2020,2,84604,Part-Time,6
SLCC,SLCC Jordan Campus,2020,2,84606,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84606,Part-Time,6
SLCC,SLCC Jordan Campus,2020,2,84642,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84645,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84647,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84648,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84651,Part-Time,8
SLCC,SLCC Jordan Campus,2020,2,84653,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84653,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84655,Full-Time,1
SLCC,SLCC Jordan Campus,2020,2,84655,Part-Time,5
SLCC,SLCC Jordan Campus,2020,2,84660,Full-Time,2
SLCC,SLCC Jordan Campus,2020,2,84660,Part-Time,5
SLCC,SLCC Jordan Campus,2020,2,84663,Full-Time,2
SLCC,SLCC Jordan Campus,2020,2,84663,Part-Time,10
SLCC,SLCC Jordan Campus,2020,2,84720,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84721,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84757,Part-Time,1
SLCC,SLCC Jordan Campus,2020,2,84770,Part-Time,2
SLCC,SLCC Jordan Campus,2020,2,84780,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84001,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84003,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84003,Part-Time,12
SLCC,SLCC Larry H. Miller Campus,2020,2,84004,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84004,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84005,Part-Time,9
SLCC,SLCC Larry H. Miller Campus,2020,2,84009,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84009,Part-Time,21
SLCC,SLCC Larry H. Miller Campus,2020,2,84010,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84010,Part-Time,16
SLCC,SLCC Larry H. Miller Campus,2020,2,84014,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84015,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84015,Part-Time,6
SLCC,SLCC Larry H. Miller Campus,2020,2,84017,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84017,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84020,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84020,Part-Time,38
SLCC,SLCC Larry H. Miller Campus,2020,2,84025,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84026,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84029,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84029,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84032,Part-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84036,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84036,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84037,Part-Time,6
SLCC,SLCC Larry H. Miller Campus,2020,2,84040,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84040,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84041,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84043,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84043,Part-Time,13
SLCC,SLCC Larry H. Miller Campus,2020,2,84044,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84044,Part-Time,11
SLCC,SLCC Larry H. Miller Campus,2020,2,84045,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84045,Part-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84046,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84047,Full-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84047,Part-Time,19
SLCC,SLCC Larry H. Miller Campus,2020,2,84049,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84050,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84053,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84054,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84054,Part-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84055,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84057,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84057,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84058,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84060,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84061,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84062,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84062,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84065,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84065,Part-Time,33
SLCC,SLCC Larry H. Miller Campus,2020,2,84067,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84067,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84068,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84070,Full-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84070,Part-Time,30
SLCC,SLCC Larry H. Miller Campus,2020,2,84071,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84074,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84074,Part-Time,8
SLCC,SLCC Larry H. Miller Campus,2020,2,84075,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84075,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84078,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84081,Full-Time,7
SLCC,SLCC Larry H. Miller Campus,2020,2,84081,Part-Time,22
SLCC,SLCC Larry H. Miller Campus,2020,2,84082,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84083,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84084,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84084,Part-Time,24
SLCC,SLCC Larry H. Miller Campus,2020,2,84087,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84087,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84088,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84088,Part-Time,27
SLCC,SLCC Larry H. Miller Campus,2020,2,84091,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84092,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84092,Part-Time,26
SLCC,SLCC Larry H. Miller Campus,2020,2,84093,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84093,Part-Time,24
SLCC,SLCC Larry H. Miller Campus,2020,2,84094,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84094,Part-Time,25
SLCC,SLCC Larry H. Miller Campus,2020,2,84095,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84095,Part-Time,24
SLCC,SLCC Larry H. Miller Campus,2020,2,84096,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84096,Part-Time,27
SLCC,SLCC Larry H. Miller Campus,2020,2,84097,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84098,Part-Time,6
SLCC,SLCC Larry H. Miller Campus,2020,2,84101,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84102,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84102,Part-Time,7
SLCC,SLCC Larry H. Miller Campus,2020,2,84103,Part-Time,8
SLCC,SLCC Larry H. Miller Campus,2020,2,84104,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84104,Part-Time,14
SLCC,SLCC Larry H. Miller Campus,2020,2,84105,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84105,Part-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84106,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84106,Part-Time,20
SLCC,SLCC Larry H. Miller Campus,2020,2,84107,Full-Time,8
SLCC,SLCC Larry H. Miller Campus,2020,2,84107,Part-Time,24
SLCC,SLCC Larry H. Miller Campus,2020,2,84108,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84108,Part-Time,11
SLCC,SLCC Larry H. Miller Campus,2020,2,84109,Full-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84109,Part-Time,12
SLCC,SLCC Larry H. Miller Campus,2020,2,84110,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84111,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84111,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84113,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84115,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84115,Part-Time,11
SLCC,SLCC Larry H. Miller Campus,2020,2,84116,Full-Time,10
SLCC,SLCC Larry H. Miller Campus,2020,2,84116,Part-Time,17
SLCC,SLCC Larry H. Miller Campus,2020,2,84117,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84117,Part-Time,11
SLCC,SLCC Larry H. Miller Campus,2020,2,84118,Full-Time,9
SLCC,SLCC Larry H. Miller Campus,2020,2,84118,Part-Time,22
SLCC,SLCC Larry H. Miller Campus,2020,2,84119,Full-Time,9
SLCC,SLCC Larry H. Miller Campus,2020,2,84119,Part-Time,29
SLCC,SLCC Larry H. Miller Campus,2020,2,84120,Full-Time,9
SLCC,SLCC Larry H. Miller Campus,2020,2,84120,Part-Time,23
SLCC,SLCC Larry H. Miller Campus,2020,2,84121,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84121,Part-Time,19
SLCC,SLCC Larry H. Miller Campus,2020,2,84123,Full-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84123,Part-Time,26
SLCC,SLCC Larry H. Miller Campus,2020,2,84124,Full-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84124,Part-Time,12
SLCC,SLCC Larry H. Miller Campus,2020,2,84128,Full-Time,6
SLCC,SLCC Larry H. Miller Campus,2020,2,84128,Part-Time,17
SLCC,SLCC Larry H. Miller Campus,2020,2,84129,Full-Time,6
SLCC,SLCC Larry H. Miller Campus,2020,2,84129,Part-Time,31
SLCC,SLCC Larry H. Miller Campus,2020,2,84165,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84165,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84170,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84171,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84302,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84310,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84321,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84335,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84341,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84401,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84403,Part-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84404,Part-Time,5
SLCC,SLCC Larry H. Miller Campus,2020,2,84405,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84414,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84501,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84532,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84535,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84542,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84601,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84601,Part-Time,4
SLCC,SLCC Larry H. Miller Campus,2020,2,84604,Part-Time,6
SLCC,SLCC Larry H. Miller Campus,2020,2,84606,Part-Time,3
SLCC,SLCC Larry H. Miller Campus,2020,2,84633,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84642,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84651,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84651,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84655,Full-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84655,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84660,Part-Time,2
SLCC,SLCC Larry H. Miller Campus,2020,2,84663,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84720,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84773,Part-Time,1
SLCC,SLCC Larry H. Miller Campus,2020,2,84790,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84003,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84003,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84004,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84009,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84010,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84014,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84015,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84020,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84020,Part-Time,6
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84025,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84025,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84029,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84032,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84037,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84040,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84041,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84043,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84044,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84045,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84045,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84047,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84047,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84054,Part-Time,8
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84057,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84058,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84059,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84061,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84062,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84062,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84065,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84068,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84070,Full-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84070,Part-Time,6
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84074,Full-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84074,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84081,Part-Time,7
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84084,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84087,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84088,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84088,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84092,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84093,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84094,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84095,Full-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84095,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84096,Part-Time,7
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84098,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84101,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84102,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84102,Part-Time,8
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84103,Full-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84103,Part-Time,6
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84104,Part-Time,8
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84105,Part-Time,8
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84106,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84106,Part-Time,13
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84107,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84107,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84108,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84108,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84109,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84110,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84111,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84111,Part-Time,9
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84115,Part-Time,11
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84116,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84116,Part-Time,8
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84117,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84118,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84118,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84119,Full-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84119,Part-Time,9
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84120,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84120,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84121,Part-Time,6
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84123,Part-Time,6
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84124,Full-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84124,Part-Time,4
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84128,Part-Time,5
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84129,Part-Time,6
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84170,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84302,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84317,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84401,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84403,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84403,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84404,Part-Time,3
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84604,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84606,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84606,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84651,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84653,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84660,Part-Time,2
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84663,Full-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84663,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84721,Part-Time,1
SLCC,SLCC Library Square Center (Previously Main Street Campus),2020,2,84780,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84005,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84010,Part-Time,2
SLCC,SLCC Meadowbrook Campus,2020,2,84020,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84029,Part-Time,2
SLCC,SLCC Meadowbrook Campus,2020,2,84043,Full-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84044,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84047,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84057,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84060,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84074,Full-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84074,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84081,Part-Time,3
SLCC,SLCC Meadowbrook Campus,2020,2,84087,Part-Time,2
SLCC,SLCC Meadowbrook Campus,2020,2,84088,Part-Time,2
SLCC,SLCC Meadowbrook Campus,2020,2,84093,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84095,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84096,Part-Time,3
SLCC,SLCC Meadowbrook Campus,2020,2,84103,Full-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84104,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84109,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84115,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84116,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84117,Part-Time,2
SLCC,SLCC Meadowbrook Campus,2020,2,84118,Part-Time,5
SLCC,SLCC Meadowbrook Campus,2020,2,84119,Part-Time,4
SLCC,SLCC Meadowbrook Campus,2020,2,84120,Part-Time,3
SLCC,SLCC Meadowbrook Campus,2020,2,84121,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84128,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84129,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84403,Part-Time,1
SLCC,SLCC Meadowbrook Campus,2020,2,84601,Part-Time,1
